customer_id,company_name,country,city,order_id,order_date,product_id,unit_price,quantity,discount,total_price
RICSU,Richter Supermarkt,Switzerland,Genève,10255,1996-07-12,16,13.9,35,0.0,486.49998664855957
RICSU,Richter Supermarkt,Switzerland,Genève,10255,1996-07-12,36,15.2,25,0.0,379.9999952316284
RICSU,Richter Supermarkt,Switzerland,Genève,10255,1996-07-12,59,44.0,30,0.0,1320.0
WELLI,Wellington Importadora,Brazil,Resende,10256,1996-07-15,53,26.2,15,0.0,393.0000114440918
WELLI,Wellington Importadora,Brazil,Resende,10256,1996-07-15,77,10.4,12,0.0,124.79999542236328
HILAA,HILARION-Abastos,Venezuela,San Cristóbal,10257,1996-07-16,27,35.1,25,0.0,877.4999618530273
HILAA,HILARION-Abastos,Venezuela,San Cristóbal,10257,1996-07-16,39,14.4,6,0.0,86.39999771118164
HILAA,HILARION-Abastos,Venezuela,San Cristóbal,10257,1996-07-16,77,10.4,15,0.0,155.9999942779541
ERNSH,Ernst Handel,Austria,Graz,10258,1996-07-17,2,15.2,50,0.2,607.999990105629
ERNSH,Ernst Handel,Austria,Graz,10258,1996-07-17,5,17.0,65,0.2,883.9999967068434
ERNSH,Ernst Handel,Austria,Graz,10258,1996-07-17,32,25.6,6,0.2,122.88000137329101
CENTC,Centro comercial Moctezuma,Mexico,México D.F.,10259,1996-07-18,21,8.0,10,0.0,80.0
CENTC,Centro comercial Moctezuma,Mexico,México D.F.,10259,1996-07-18,37,20.8,1,0.0,20.799999237060547
OTTIK,Ottilies Käseladen,Germany,Köln,10260,1996-07-19,41,7.7,16,0.25,92.39999771118164
OTTIK,Ottilies Käseladen,Germany,Köln,10260,1996-07-19,57,15.6,50,0.0,780.0000190734863
OTTIK,Ottilies Käseladen,Germany,Köln,10260,1996-07-19,62,39.4,15,0.25,443.2500171661377
OTTIK,Ottilies Käseladen,Germany,Köln,10260,1996-07-19,70,12.0,21,0.25,189.0
QUEDE,Que Delícia,Brazil,Rio de Janeiro,10261,1996-07-19,21,8.0,20,0.0,160.0
QUEDE,Que Delícia,Brazil,Rio de Janeiro,10261,1996-07-19,35,14.4,20,0.0,287.99999237060547
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10262,1996-07-22,5,17.0,12,0.2,163.19999939203262
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10262,1996-07-22,7,24.0,15,0.0,360.0
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10262,1996-07-22,56,30.4,2,0.0,60.79999923706055
ERNSH,Ernst Handel,Austria,Graz,10263,1996-07-23,16,13.9,60,0.25,625.4999828338623
ERNSH,Ernst Handel,Austria,Graz,10263,1996-07-23,24,3.6,28,0.0,100.79999732971191
ERNSH,Ernst Handel,Austria,Graz,10263,1996-07-23,30,20.7,60,0.25,931.5000343322754
ERNSH,Ernst Handel,Austria,Graz,10263,1996-07-23,74,8.0,36,0.25,216.0
FOLKO,Folk och fä HB,Sweden,Bräcke,10264,1996-07-24,2,15.2,35,0.0,531.9999933242798
FOLKO,Folk och fä HB,Sweden,Bräcke,10264,1996-07-24,41,7.7,25,0.15,163.62499479949477
BLONP,Blondesddsl père et fils,France,Strasbourg,10265,1996-07-25,17,31.2,30,0.0,936.0000228881836
BLONP,Blondesddsl père et fils,France,Strasbourg,10265,1996-07-25,70,12.0,20,0.0,240.0
WARTH,Wartian Herkku,Finland,Oulu,10266,1996-07-26,12,30.4,12,0.05,346.55999537944797
FRANK,Frankenversand,Germany,München,10267,1996-07-29,40,14.7,50,0.0,734.9999904632568
FRANK,Frankenversand,Germany,München,10267,1996-07-29,59,44.0,70,0.15,2617.9999816417694
FRANK,Frankenversand,Germany,München,10267,1996-07-29,76,14.4,15,0.15,183.5999938488007
GROSR,GROSELLA-Restaurante,Venezuela,Caracas,10268,1996-07-30,29,99.0,10,0.0,990.0
GROSR,GROSELLA-Restaurante,Venezuela,Caracas,10268,1996-07-30,72,27.8,4,0.0,111.19999694824219
WHITC,White Clover Markets,USA,Seattle,10269,1996-07-31,33,2.0,60,0.05,113.99999991059303
WHITC,White Clover Markets,USA,Seattle,10269,1996-07-31,72,27.8,20,0.05,528.1999850898981
WARTH,Wartian Herkku,Finland,Oulu,10270,1996-08-01,36,15.2,30,0.0,455.9999942779541
WARTH,Wartian Herkku,Finland,Oulu,10270,1996-08-01,43,36.8,25,0.0,919.9999809265137
SPLIR,Split Rail Beer & Ale,USA,Lander,10271,1996-08-01,33,2.0,24,0.0,48.0
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10272,1996-08-02,20,64.8,6,0.0,388.8000183105469
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10272,1996-08-02,31,10.0,40,0.0,400.0
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10272,1996-08-02,72,27.8,24,0.0,667.1999816894531
QUICK,QUICK-Stop,Germany,Cunewalde,10273,1996-08-05,10,24.8,24,0.05,565.4399821615219
QUICK,QUICK-Stop,Germany,Cunewalde,10273,1996-08-05,31,10.0,15,0.05,142.4999998882413
QUICK,QUICK-Stop,Germany,Cunewalde,10273,1996-08-05,33,2.0,20,0.0,40.0
QUICK,QUICK-Stop,Germany,Cunewalde,10273,1996-08-05,40,14.7,60,0.05,837.8999884709716
QUICK,QUICK-Stop,Germany,Cunewalde,10273,1996-08-05,76,14.4,33,0.05,451.4399876868725
VINET,Vins et alcools Chevalier,France,Reims,10274,1996-08-06,71,17.2,20,0.0,344.00001525878906
VINET,Vins et alcools Chevalier,France,Reims,10274,1996-08-06,72,27.8,7,0.0,194.59999465942383
MAGAA,Magazzini Alimentari Riuniti,Italy,Bergamo,10275,1996-08-07,24,3.6,12,0.05,41.03999888062477
MAGAA,Magazzini Alimentari Riuniti,Italy,Bergamo,10275,1996-08-07,59,44.0,6,0.05,250.79999980330467
TORTU,Tortuga Restaurante,Mexico,México D.F.,10276,1996-08-08,10,24.8,15,0.0,371.9999885559082
TORTU,Tortuga Restaurante,Mexico,México D.F.,10276,1996-08-08,13,4.8,10,0.0,48.00000190734863
MORGK,Morgenstern Gesundkost,Germany,Leipzig,10277,1996-08-09,28,36.4,20,0.0,728.0000305175781
MORGK,Morgenstern Gesundkost,Germany,Leipzig,10277,1996-08-09,62,39.4,12,0.0,472.8000183105469
BERGS,Berglunds snabbköp,Sweden,Luleå,10278,1996-08-12,44,15.5,16,0.0,248.0
BERGS,Berglunds snabbköp,Sweden,Luleå,10278,1996-08-12,59,44.0,15,0.0,660.0
BERGS,Berglunds snabbköp,Sweden,Luleå,10278,1996-08-12,63,35.1,8,0.0,280.79998779296875
BERGS,Berglunds snabbköp,Sweden,Luleå,10278,1996-08-12,73,12.0,25,0.0,300.0
LEHMS,Lehmanns Marktstand,Germany,Frankfurt a.M.,10279,1996-08-13,17,31.2,15,0.25,351.00000858306885
BERGS,Berglunds snabbköp,Sweden,Luleå,10280,1996-08-14,24,3.6,12,0.0,43.19999885559082
BERGS,Berglunds snabbköp,Sweden,Luleå,10280,1996-08-14,55,19.2,20,0.0,384.00001525878906
BERGS,Berglunds snabbköp,Sweden,Luleå,10280,1996-08-14,75,6.2,30,0.0,185.9999942779541
ROMEY,Romero y tomillo,Spain,Madrid,10281,1996-08-14,19,7.3,1,0.0,7.300000190734863
ROMEY,Romero y tomillo,Spain,Madrid,10281,1996-08-14,24,3.6,6,0.0,21.59999942779541
ROMEY,Romero y tomillo,Spain,Madrid,10281,1996-08-14,35,14.4,4,0.0,57.599998474121094
ROMEY,Romero y tomillo,Spain,Madrid,10282,1996-08-15,30,20.7,6,0.0,124.20000457763672
ROMEY,Romero y tomillo,Spain,Madrid,10282,1996-08-15,57,15.6,2,0.0,31.200000762939453
LILAS,LILA-Supermercado,Venezuela,Barquisimeto,10283,1996-08-16,15,12.4,20,0.0,247.99999237060547
LILAS,LILA-Supermercado,Venezuela,Barquisimeto,10283,1996-08-16,19,7.3,18,0.0,131.40000343322754
LILAS,LILA-Supermercado,Venezuela,Barquisimeto,10283,1996-08-16,60,27.2,35,0.0,952.0000267028809
LILAS,LILA-Supermercado,Venezuela,Barquisimeto,10283,1996-08-16,72,27.8,3,0.0,83.39999771118164
LEHMS,Lehmanns Marktstand,Germany,Frankfurt a.M.,10284,1996-08-19,27,35.1,15,0.25,394.8749828338623
LEHMS,Lehmanns Marktstand,Germany,Frankfurt a.M.,10284,1996-08-19,44,15.5,21,0.0,325.5
LEHMS,Lehmanns Marktstand,Germany,Frankfurt a.M.,10284,1996-08-19,60,27.2,20,0.25,408.0000114440918
LEHMS,Lehmanns Marktstand,Germany,Frankfurt a.M.,10284,1996-08-19,67,11.2,5,0.25,41.99999928474426
QUICK,QUICK-Stop,Germany,Cunewalde,10285,1996-08-20,1,14.4,45,0.2,518.3999843358994
QUICK,QUICK-Stop,Germany,Cunewalde,10285,1996-08-20,40,14.7,40,0.2,470.39999214410784
QUICK,QUICK-Stop,Germany,Cunewalde,10285,1996-08-20,53,26.2,36,0.2,754.5600191617011
QUICK,QUICK-Stop,Germany,Cunewalde,10286,1996-08-21,35,14.4,100,0.0,1439.9999618530273
QUICK,QUICK-Stop,Germany,Cunewalde,10286,1996-08-21,62,39.4,40,0.0,1576.0000610351562
RICAR,Ricardo Adocicados,Brazil,Rio de Janeiro,10287,1996-08-22,16,13.9,40,0.15,472.59998371601114
RICAR,Ricardo Adocicados,Brazil,Rio de Janeiro,10287,1996-08-22,34,11.2,20,0.0,223.99999618530273
RICAR,Ricardo Adocicados,Brazil,Rio de Janeiro,10287,1996-08-22,46,9.6,15,0.15,122.4000040054321
REGGC,Reggiani Caseifici,Italy,Reggio Emilia,10288,1996-08-23,54,5.9,10,0.1,53.10000077039003
REGGC,Reggiani Caseifici,Italy,Reggio Emilia,10288,1996-08-23,68,10.0,3,0.1,26.999999955296516
BSBEV,B's Beverages,UK,London,10289,1996-08-26,3,8.0,30,0.0,240.0
BSBEV,B's Beverages,UK,London,10289,1996-08-26,64,26.6,9,0.0,239.40000343322754
COMMI,Comércio Mineiro,Brazil,Sao Paulo,10290,1996-08-27,5,17.0,20,0.0,340.0
COMMI,Comércio Mineiro,Brazil,Sao Paulo,10290,1996-08-27,29,99.0,15,0.0,1485.0
COMMI,Comércio Mineiro,Brazil,Sao Paulo,10290,1996-08-27,49,16.0,15,0.0,240.0
COMMI,Comércio Mineiro,Brazil,Sao Paulo,10290,1996-08-27,77,10.4,10,0.0,103.99999618530273
QUEDE,Que Delícia,Brazil,Rio de Janeiro,10291,1996-08-27,13,4.8,20,0.1,86.40000329017639
QUEDE,Que Delícia,Brazil,Rio de Janeiro,10291,1996-08-27,44,15.5,24,0.1,334.7999994456768
QUEDE,Que Delícia,Brazil,Rio de Janeiro,10291,1996-08-27,51,42.4,2,0.1,76.32000262022018
TRADH,Tradição Hipermercados,Brazil,Sao Paulo,10292,1996-08-28,20,64.8,20,0.0,1296.0000610351562
TORTU,Tortuga Restaurante,Mexico,México D.F.,10293,1996-08-29,18,50.0,12,0.0,600.0
TORTU,Tortuga Restaurante,Mexico,México D.F.,10293,1996-08-29,24,3.6,10,0.0,35.999999046325684
TORTU,Tortuga Restaurante,Mexico,México D.F.,10293,1996-08-29,63,35.1,5,0.0,175.49999237060547
TORTU,Tortuga Restaurante,Mexico,México D.F.,10293,1996-08-29,75,6.2,6,0.0,37.19999885559082
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10294,1996-08-30,1,14.4,18,0.0,259.1999931335449
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10294,1996-08-30,17,31.2,15,0.0,468.0000114440918
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10294,1996-08-30,43,36.8,15,0.0,551.9999885559082
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10294,1996-08-30,60,27.2,21,0.0,571.2000160217285
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10294,1996-08-30,75,6.2,6,0.0,37.19999885559082
VINET,Vins et alcools Chevalier,France,Reims,10295,1996-09-02,56,30.4,4,0.0,121.5999984741211
LILAS,LILA-Supermercado,Venezuela,Barquisimeto,10296,1996-09-03,11,16.8,12,0.0,201.59999084472656
LILAS,LILA-Supermercado,Venezuela,Barquisimeto,10296,1996-09-03,16,13.9,30,0.0,416.9999885559082
LILAS,LILA-Supermercado,Venezuela,Barquisimeto,10296,1996-09-03,69,28.8,15,0.0,431.9999885559082
BLONP,Blondesddsl père et fils,France,Strasbourg,10297,1996-09-04,39,14.4,60,0.0,863.9999771118164
BLONP,Blondesddsl père et fils,France,Strasbourg,10297,1996-09-04,72,27.8,20,0.0,555.9999847412109
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10298,1996-09-05,2,15.2,40,0.0,607.9999923706055
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10298,1996-09-05,36,15.2,40,0.25,455.9999942779541
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10298,1996-09-05,59,44.0,30,0.25,990.0
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10298,1996-09-05,62,39.4,15,0.0,591.0000228881836
RICAR,Ricardo Adocicados,Brazil,Rio de Janeiro,10299,1996-09-06,19,7.3,15,0.0,109.50000286102295
RICAR,Ricardo Adocicados,Brazil,Rio de Janeiro,10299,1996-09-06,70,12.0,20,0.0,240.0
MAGAA,Magazzini Alimentari Riuniti,Italy,Bergamo,10300,1996-09-09,66,13.6,30,0.0,408.0000114440918
MAGAA,Magazzini Alimentari Riuniti,Italy,Bergamo,10300,1996-09-09,68,10.0,20,0.0,200.0
WANDK,Die Wandernde Kuh,Germany,Stuttgart,10301,1996-09-09,40,14.7,10,0.0,146.99999809265137
WANDK,Die Wandernde Kuh,Germany,Stuttgart,10301,1996-09-09,56,30.4,20,0.0,607.9999923706055
SUPRD,Suprêmes délices,Belgium,Charleroi,10302,1996-09-10,17,31.2,40,0.0,1248.0000305175781
SUPRD,Suprêmes délices,Belgium,Charleroi,10302,1996-09-10,28,36.4,28,0.0,1019.2000427246094
SUPRD,Suprêmes délices,Belgium,Charleroi,10302,1996-09-10,43,36.8,12,0.0,441.59999084472656
GODOS,Godos Cocina Típica,Spain,Sevilla,10303,1996-09-11,40,14.7,40,0.1,529.1999922573566
GODOS,Godos Cocina Típica,Spain,Sevilla,10303,1996-09-11,65,16.8,30,0.1,453.5999786496163
GODOS,Godos Cocina Típica,Spain,Sevilla,10303,1996-09-11,68,10.0,15,0.1,134.99999977648258
TORTU,Tortuga Restaurante,Mexico,México D.F.,10304,1996-09-12,49,16.0,30,0.0,480.0
TORTU,Tortuga Restaurante,Mexico,México D.F.,10304,1996-09-12,59,44.0,10,0.0,440.0
TORTU,Tortuga Restaurante,Mexico,México D.F.,10304,1996-09-12,71,17.2,2,0.0,34.400001525878906
OLDWO,Old World Delicatessen,USA,Anchorage,10305,1996-09-13,18,50.0,25,0.1,1124.9999981373549
OLDWO,Old World Delicatessen,USA,Anchorage,10305,1996-09-13,29,99.0,25,0.1,2227.4999963119626
OLDWO,Old World Delicatessen,USA,Anchorage,10305,1996-09-13,39,14.4,30,0.1,388.79998905658726
ROMEY,Romero y tomillo,Spain,Madrid,10306,1996-09-16,30,20.7,10,0.0,207.00000762939453
ROMEY,Romero y tomillo,Spain,Madrid,10306,1996-09-16,53,26.2,10,0.0,262.00000762939453
ROMEY,Romero y tomillo,Spain,Madrid,10306,1996-09-16,54,5.9,5,0.0,29.500000476837158
LONEP,Lonesome Pine Restaurant,USA,Portland,10307,1996-09-17,62,39.4,10,0.0,394.00001525878906
LONEP,Lonesome Pine Restaurant,USA,Portland,10307,1996-09-17,68,10.0,3,0.0,30.0
ANATR,Ana Trujillo Emparedados y helados,Mexico,México D.F.,10308,1996-09-18,69,28.8,1,0.0,28.799999237060547
ANATR,Ana Trujillo Emparedados y helados,Mexico,México D.F.,10308,1996-09-18,70,12.0,5,0.0,60.0
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10309,1996-09-19,4,17.6,20,0.0,352.00000762939453
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10309,1996-09-19,6,20.0,30,0.0,600.0
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10309,1996-09-19,42,11.2,2,0.0,22.399999618530273
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10309,1996-09-19,43,36.8,20,0.0,735.9999847412109
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10309,1996-09-19,71,17.2,3,0.0,51.60000228881836
THEBI,The Big Cheese,USA,Portland,10310,1996-09-20,16,13.9,10,0.0,138.99999618530273
THEBI,The Big Cheese,USA,Portland,10310,1996-09-20,62,39.4,5,0.0,197.00000762939453
DUMON,Du monde entier,France,Nantes,10311,1996-09-20,42,11.2,6,0.0,67.19999885559082
DUMON,Du monde entier,France,Nantes,10311,1996-09-20,69,28.8,7,0.0,201.59999465942383
WANDK,Die Wandernde Kuh,Germany,Stuttgart,10312,1996-09-23,28,36.4,4,0.0,145.60000610351562
WANDK,Die Wandernde Kuh,Germany,Stuttgart,10312,1996-09-23,43,36.8,24,0.0,883.1999816894531
WANDK,Die Wandernde Kuh,Germany,Stuttgart,10312,1996-09-23,53,26.2,20,0.0,524.0000152587891
WANDK,Die Wandernde Kuh,Germany,Stuttgart,10312,1996-09-23,75,6.2,10,0.0,61.99999809265137
QUICK,QUICK-Stop,Germany,Cunewalde,10313,1996-09-24,36,15.2,12,0.0,182.39999771118164
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10314,1996-09-25,32,25.6,40,0.1,921.6000122070312
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10314,1996-09-25,58,10.6,30,0.1,286.20000982582565
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10314,1996-09-25,62,39.4,25,0.1,886.500032864511
ISLAT,Island Trading,UK,Cowes,10315,1996-09-26,34,11.2,14,0.0,156.7999973297119
ISLAT,Island Trading,UK,Cowes,10315,1996-09-26,70,12.0,30,0.0,360.0
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10316,1996-09-27,41,7.7,10,0.0,76.99999809265137
RATTC,Rattlesnake Canyon Grocery,USA,Albuquerque,10316,1996-09-27,62,39.4,70,0.0,2758.0001068115234
LONEP,Lonesome Pine Restaurant,USA,Portland,10317,1996-09-30,1,14.4,20,0.0,287.99999237060547
ISLAT,Island Trading,UK,Cowes,10318,1996-10-01,41,7.7,20,0.0,153.99999618530273
ISLAT,Island Trading,UK,Cowes,10318,1996-10-01,76,14.4,6,0.0,86.39999771118164
TORTU,Tortuga Restaurante,Mexico,México D.F.,10319,1996-10-02,17,31.2,8,0.0,249.60000610351562
TORTU,Tortuga Restaurante,Mexico,México D.F.,10319,1996-10-02,28,36.4,14,0.0,509.6000213623047
TORTU,Tortuga Restaurante,Mexico,México D.F.,10319,1996-10-02,76,14.4,30,0.0,431.9999885559082
WARTH,Wartian Herkku,Finland,Oulu,10320,1996-10-03,71,17.2,30,0.0,516.0000228881836
ISLAT,Island Trading,UK,Cowes,10321,1996-10-03,35,14.4,10,0.0,143.99999618530273
PERIC,Pericles Comidas clásicas,Mexico,México D.F.,10322,1996-10-04,52,5.6,20,0.0,111.99999809265137
KOENE,Königlich Essen,Germany,Brandenburg,10323,1996-10-07,15,12.4,5,0.0,61.99999809265137
KOENE,Königlich Essen,Germany,Brandenburg,10323,1996-10-07,25,11.2,4,0.0,44.79999923706055
KOENE,Königlich Essen,Germany,Brandenburg,10323,1996-10-07,39,14.4,4,0.0,57.599998474121094
SAVEA,Save-a-lot Markets,USA,Boise,10324,1996-10-08,16,13.9,21,0.15,248.11499145090585
SAVEA,Save-a-lot Markets,USA,Boise,10324,1996-10-08,35,14.4,70,0.15,856.7999712944032
SAVEA,Save-a-lot Markets,USA,Boise,10324,1996-10-08,46,9.6,30,0.0,288.0000114440918
SAVEA,Save-a-lot Markets,USA,Boise,10324,1996-10-08,59,44.0,40,0.15,1495.9999895095825
SAVEA,Save-a-lot Markets,USA,Boise,10324,1996-10-08,63,35.1,80,0.15,2386.799879503251
KOENE,Königlich Essen,Germany,Brandenburg,10325,1996-10-09,6,20.0,6,0.0,120.0
KOENE,Königlich Essen,Germany,Brandenburg,10325,1996-10-09,13,4.8,12,0.0,57.60000228881836
KOENE,Königlich Essen,Germany,Brandenburg,10325,1996-10-09,14,18.6,9,0.0,167.40000343322754
KOENE,Königlich Essen,Germany,Brandenburg,10325,1996-10-09,31,10.0,4,0.0,40.0
KOENE,Königlich Essen,Germany,Brandenburg,10325,1996-10-09,72,27.8,40,0.0,1111.9999694824219
BOLID,Bólido Comidas preparadas,Spain,Madrid,10326,1996-10-10,4,17.6,24,0.0,422.40000915527344
BOLID,Bólido Comidas preparadas,Spain,Madrid,10326,1996-10-10,57,15.6,16,0.0,249.60000610351562
BOLID,Bólido Comidas preparadas,Spain,Madrid,10326,1996-10-10,75,6.2,50,0.0,309.99999046325684
FOLKO,Folk och fä HB,Sweden,Bräcke,10327,1996-10-11,2,15.2,25,0.2,303.9999950528145
FOLKO,Folk och fä HB,Sweden,Bräcke,10327,1996-10-11,11,16.8,50,0.2,671.9999669790269
FOLKO,Folk och fä HB,Sweden,Bräcke,10327,1996-10-11,30,20.7,35,0.2,579.6000192031263
FOLKO,Folk och fä HB,Sweden,Bräcke,10327,1996-10-11,58,10.6,30,0.2,254.40000820755955
FURIB,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,10328,1996-10-14,59,44.0,9,0.0,396.0
FURIB,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,10328,1996-10-14,65,16.8,40,0.0,671.9999694824219
FURIB,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,10328,1996-10-14,68,10.0,10,0.0,100.0
SPLIR,Split Rail Beer & Ale,USA,Lander,10329,1996-10-15,19,7.3,10,0.05,69.35000175759197
SPLIR,Split Rail Beer & Ale,USA,Lander,10329,1996-10-15,30,20.7,8,0.05,157.32000567495822
SPLIR,Split Rail Beer & Ale,USA,Lander,10329,1996-10-15,38,210.8,20,0.05,4005.200054842234
SPLIR,Split Rail Beer & Ale,USA,Lander,10329,1996-10-15,56,30.4,12,0.05,346.55999537944797
LILAS,LILA-Supermercado,Venezuela,Barquisimeto,10330,1996-10-16,26,24.9,50,0.15,1058.2499763667583
LILAS,LILA-Supermercado,Venezuela,Barquisimeto,10330,1996-10-16,72,27.8,25,0.15,590.7499796450139
BONAP,Bon app',France,Marseille,10331,1996-10-16,54,5.9,15,0.0,88.50000143051147
MEREP,Mère Paillarde,Canada,Montréal,10332,1996-10-17,18,50.0,40,0.2,1599.9999940395355
MEREP,Mère Paillarde,Canada,Montréal,10332,1996-10-17,42,11.2,10,0.2,89.59999814033509
MEREP,Mère Paillarde,Canada,Montréal,10332,1996-10-17,47,7.6,16,0.2,97.27999841690064
WARTH,Wartian Herkku,Finland,Oulu,10333,1996-10-18,14,18.6,10,0.0,186.00000381469727
WARTH,Wartian Herkku,Finland,Oulu,10333,1996-10-18,21,8.0,10,0.1,71.99999988079071
WARTH,Wartian Herkku,Finland,Oulu,10333,1996-10-18,71,17.2,40,0.1,619.2000264406204
VICTE,Victuailles en stock,France,Lyon,10334,1996-10-21,52,5.6,8,0.0,44.79999923706055
VICTE,Victuailles en stock,France,Lyon,10334,1996-10-21,68,10.0,10,0.0,100.0
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10335,1996-10-22,2,15.2,7,0.2,85.11999861478806
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10335,1996-10-22,31,10.0,25,0.2,199.99999925494194
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10335,1996-10-22,32,25.6,6,0.2,122.88000137329101
HUNGO,Hungry Owl All-Night Grocers,Ireland,Cork,10335,1996-10-22,51,42.4,48,0.2,1628.1600525283811
PRINI,Princesa Isabel Vinhos,Portugal,Lisboa,10336,1996-10-23,4,17.6,18,0.1,285.1200057077408
FRANK,Frankenversand,Germany,München,10337,1996-10-24,23,7.2,40,0.0,287.99999237060547
FRANK,Frankenversand,Germany,München,10337,1996-10-24,26,24.9,24,0.0,597.5999908447266
FRANK,Frankenversand,Germany,München,10337,1996-10-24,36,15.2,20,0.0,303.99999618530273
FRANK,Frankenversand,Germany,München,10337,1996-10-24,37,20.8,28,0.0,582.3999786376953
FRANK,Frankenversand,Germany,München,10337,1996-10-24,72,27.8,25,0.0,694.9999809265137
OLDWO,Old World Delicatessen,USA,Anchorage,10338,1996-10-25,17,31.2,20,0.0,624.0000152587891
OLDWO,Old World Delicatessen,USA,Anchorage,10338,1996-10-25,30,20.7,15,0.0,310.5000114440918
MEREP,Mère Paillarde,Canada,Montréal,10339,1996-10-28,4,17.6,10,0.0,176.00000381469727
MEREP,Mère Paillarde,Canada,Montréal,10339,1996-10-28,17,31.2,70,0.05,2074.8000491082666
MEREP,Mère Paillarde,Canada,Montréal,10339,1996-10-28,62,39.4,28,0.0,1103.2000427246094
BONAP,Bon app',France,Marseille,10340,1996-10-29,18,50.0,20,0.05,949.9999992549419
BONAP,Bon app',France,Marseille,10340,1996-10-29,41,7.7,12,0.05,87.7799977567792
BONAP,Bon app',France,Marseille,10340,1996-10-29,43,36.8,40,0.05,1398.3999699115752
SIMOB,Simons bistro,Denmark,Kobenhavn,10341,1996-10-29,33,2.0,8,0.0,16.0
